rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,soil_moisture_pct,elevation_m,slope_deg,vegetation_index,drainage_density,distance_to_river_km,antecedent_rainfall_mm,risk_class
28.2,34.4,98.2,1032.5,7.6,28,663,4.8,0.54,4.87,3.52,62.3,Low
64.9,14.1,96,1017.1,4.5,30.2,474,17.4,0.525,1.99,7.25,142,Medium
112.6,11.9,84.8,1023.7,13.3,33.6,682,25.9,0.766,1.41,2.71,37.8,Medium
50.7,23.3,59,1009.3,8.6,33,49,3.3,0.81,4.49,12.08,0,Low
81.9,17.3,70.3,986,11.5,22.5,611,24.7,0.442,2.68,4.75,124.7,High
106.6,31.2,70.2,1023,8.2,39.6,434,3.8,0.545,4.74,5.02,173.5,Medium
42.1,29.3,66.9,1006.7,3.8,58.3,0,27.4,0.366,1.65,2.04,0,Low
45,27.5,58.9,1013.3,13.6,51.7,897,0,0.568,1.03,7.92,106.7,Medium
77,30.1,73.5,1005.1,11.5,28.5,164,11.4,0.647,2.88,8.46,40.1,Low
11.1,21.8,63.7,1005.8,4.5,37.3,1084,17.8,0.263,2.04,2.26,104.9,Low
62.3,28.3,46.5,1006.6,0,53.1,319,32.2,0.525,2.62,6.97,99.5,Medium
0.7,47.8,74,1010,6.5,50.3,475,22.4,0.743,2.27,1.88,123.5,Medium
0,22.3,75.6,987.2,8.2,35.6,386,20.8,0.46,3.4,4.18,146.4,Medium
35.7,30.6,52.2,1029.9,6.7,92.3,335,22.2,0.621,5.01,2.92,13,Low
0,33.9,71.7,1019.7,9.9,58.9,760,0,0.216,3.39,2.81,68.9,Low
1,35.4,63.8,1019.2,7.1,94,717,34.5,0.538,2.27,8.58,41.2,Medium
72.9,8.3,57.6,1025.4,10.1,42.9,557,0,0.322,2.86,7.54,198,Low
14.8,13.4,72.6,1007.1,14.8,37.9,0,19.4,0.752,5.28,1.53,50.5,Low
61.2,20.4,75.7,1004.6,8.2,48.8,312,26.3,0.532,2.99,10.74,40.1,Medium
90.9,39.3,65.6,1009.9,3.3,67.3,364,8.4,0.505,2.42,2.75,135.4,Medium
28.1,33.2,57.1,995.9,14.2,67.3,249,28.4,0.498,1.94,4.09,66.7,Medium
33.8,16.3,81.1,1012.4,8.6,77.8,1019,19.4,0.18,6.32,0.89,95.4,Medium
26,34.6,74,1023.3,16.5,80.9,185,30.1,0.278,3.41,2.03,169.4,Medium
73.7,23.7,64.6,1022.3,13.4,22.4,0,29.9,0.798,3.13,5.3,9,Low
10.6,24.6,68.9,1015.3,8.6,36.2,0,10.3,0.49,3.24,2.35,74.2,Low
16.8,15.2,84.8,1010.7,8,18.5,0,21,0.397,3.28,1.61,115.3,Medium
70,38.7,85.3,1016.4,4.8,22.3,224,11,0.445,3.24,0.1,60.6,Medium
19.4,30.5,75.2,1002.6,6.2,31.8,303,5.3,0.761,5.13,1.33,49.3,Low
0,32.7,93.3,1006.3,11.4,19.8,184,36.2,0.526,0.9,3.95,0,Low
14.8,33.1,91.4,1005.1,3.1,55.4,0,16.4,0.645,4.54,0.88,94.8,Medium
35.3,35.4,51.8,1004.1,4.9,64.6,612,16,0.453,2.94,3.43,140.1,Medium
89.5,21,34.6,1029.6,12,38.9,164,30.4,0.292,1.71,5.23,92.9,Medium
67.3,43,66,1010.8,1.7,37.1,287,5.7,0.49,2.69,2.78,118.4,Low
1,16.8,86.5,1004.7,12.8,78.9,387,20.2,0.17,2.17,4.49,13.2,Medium
10.1,22.2,84.5,1000.2,7.9,38.9,0,0,0.538,4.01,5.47,0,Low
6.9,23.7,63.2,1009.1,4.8,35.9,423,22.2,0.298,1.76,5.35,135.3,Low
4.3,40.7,85.2,1009,9.6,51.8,242,6.6,0.484,3.46,1.95,72.3,Medium
26.2,17.7,74.7,993.4,7.3,72.8,409,16.7,1,0.46,5.66,96.4,Medium
50.7,42.2,62.2,1019.5,6.8,70.9,12,15.6,0.541,5.04,13.3,56.4,Medium
0,25.1,54.8,1007.5,17.4,47.8,629,11.7,0.257,4.07,2.51,144.9,Low
40.6,23.6,48.9,1000.5,13.3,53.5,308,31,0.321,2.94,1.36,186.7,High
32.1,21.9,76.2,1014.1,4.2,36,277,0,0.578,3.31,6.93,30.4,Low
73.8,32.1,72.1,991.1,0.8,74.1,338,16,0.615,2.25,8.06,73.5,Medium
33.8,31.3,72,1014.2,17.5,46.5,0,22.8,0.954,2.15,0.1,29.6,Low
42,23.8,90.9,999.4,10.4,42,512,7.5,0.708,5.43,0.58,95.9,Medium
78.3,38,76.2,1013.2,2.5,34.5,0,11.6,0.272,2.44,13.93,164.2,Medium
52.5,27.5,61.6,1010.5,6.2,30.1,793,0,0.1,3.55,6.47,166.5,Low
14,16,74.6,999.2,9.3,61.8,21,3.9,0.63,0.56,0.3,156.8,Medium
12,38.4,62.9,1013.8,0,63.6,538,17.5,0.202,1.87,0.1,161.9,Medium
11.5,32.1,68.6,1003.2,11.9,81.9,699,34.1,0.736,0,7.95,97.1,Medium
0,26.7,58.2,1011,7.1,40.7,188,9.7,0.695,3.98,12.08,0,Low
0,32.3,57.8,995.4,13.7,81.6,220,7.5,0.42,2.73,0.82,69.8,Medium
71.4,30,83.6,1008.6,10.6,35.7,0,0,0.565,3.86,8.88,94.5,Medium
43.2,24.3,75.7,1016.6,10.9,41.9,389,41.3,0.563,3.7,6.12,37.5,Medium
49.5,39.2,53.1,1007.1,7.2,22.2,215,3.6,0.824,1.44,7.8,102.4,Low
89.9,28.8,100,1024.2,9.1,13.2,258,20.1,0.508,2.6,9.52,150,High
88.4,36.3,73.8,1012.7,10.7,74.2,892,3.5,0.467,3.07,5.34,71.7,Medium
83.3,29.3,50.6,1019.1,11.3,50.7,464,24.3,0.739,4.32,7.23,200.5,Medium
0,26.3,62.2,992.9,14.4,31.4,65,19.2,0.537,1.42,8.33,168.8,Low
32.2,16.9,78.2,1010.3,9.2,75.1,199,0,0.673,1.96,12.08,153.3,Medium
54.1,39,90.4,1009.7,7,33.2,822,29.7,0.406,4.6,2.99,68.1,Medium
16.8,18.3,68,1023.3,10.4,70.7,199,8.5,0.748,4.46,5.26,119,Medium
93.6,16.4,65.1,1015.3,19.5,72.5,736,0,1,5.65,0.1,122.8,High
0,21.1,73,1014.3,9.9,31.2,360,20.7,0.36,0.95,8.98,76.9,Low
35.9,24.5,60.3,1005.5,14.3,50.7,0,0,0.357,3.73,0.1,0,Low
26,30.3,87.2,994.3,8.5,70.8,191,7.2,0.481,3.69,9.59,64.6,Medium
62,26.3,46.1,1022,2.7,55.2,444,13.2,0.561,2.03,10.45,119.4,Low
24.1,25.3,86,1005.5,14.7,34.4,372,19.4,0.37,4.62,1.42,89.6,Medium
0,20.5,63.3,1018.1,12.3,44.3,952,49.5,0.524,1.71,4.14,119.6,Low
30.9,24.7,58.8,1018.8,6.1,64.2,0,2.7,0.38,1.69,5.01,132.3,Medium
60.8,25.4,95,1024.4,13.1,23.8,1054,0,0.785,3.29,4.56,81,Medium
0,20.1,38.9,1010.6,3.6,44.9,0,23.2,0.731,0.72,4.32,0,Low
75.7,6.9,57.9,1012.1,8.3,72.4,791,0,0.357,2.6,8.42,23,Medium
23.4,38.5,93.4,1008.8,9.9,53.1,556,23.8,0.441,1.78,7.96,129.9,Medium
36.4,22.3,69.2,1000.9,6,55.8,724,11.7,0.546,1.51,7.27,139.9,Medium
78.1,27.8,78.6,1017.5,0,99.1,224,10.3,0.685,1.92,4.44,0,Medium
91.6,22.9,75.4,984.7,11,49.4,627,13.1,0.541,0.43,11.07,157.6,Medium
35.9,32.7,47.9,1008.9,8.8,45,290,22.8,0.388,5.23,7.22,53.6,Low
95.3,30.5,56.8,988.4,5.4,58,395,0,0.392,0,6.31,51.5,Medium
52.6,33.4,64.6,1020.5,5.3,61.2,247,30.1,0.307,4.44,6.31,135,Medium
0,26.5,75.7,1018.6,15.3,54,248,26.5,0.63,3.5,7,102.3,Medium
0,19.1,68.8,974.2,7.7,32.6,248,6.9,0.571,1.81,14.51,110.5,Low
20.3,40.1,83,1017,3.7,83.1,256,16.2,0.702,3.65,2.84,126.6,Medium
0,14.7,79.2,1008.8,5.2,35.5,186,18,0.606,3.57,9.93,26.7,Low
0,13.7,47,1026.8,6.9,55.5,0,4.4,0.364,2.44,7.05,26,Low
39.6,25.4,81.7,1015.3,10.4,5,1067,13.6,0.586,1.94,8.22,100.2,Low
16.2,22.3,74.3,997.6,12.2,77,489,0,0.315,2.43,0.1,54.8,Medium
39.3,43.6,60.9,1028.3,0,48.5,303,0.8,0.416,5.03,10.87,0,Low
74.5,27.3,68.6,996.2,22.6,73.2,236,33.5,0.774,2.23,0.1,174.2,High
29.5,36.8,85.6,1006.1,3.4,46.3,553,7.4,0.58,3.54,4.98,103.1,Low
48.5,7.9,75.8,1012.1,10.6,31.8,994,23,0.559,5.49,4.53,118.2,Medium
39,35.8,66.8,1020.3,0,44.5,264,21.6,0.685,1.36,4.3,67.7,Low
70.3,31.1,86.2,1013.3,2.5,46.1,876,15,0,1.3,10.55,93.6,Medium
11.6,23.8,67.5,1018.3,13.3,27.8,495,15.1,0.498,3.91,6.7,214.5,Low
72.9,32.9,63.1,1003,0,37.8,610,0,0.68,2.5,8.56,0,Low
64.8,24.5,82.1,1027.9,7.9,27.5,252,4.6,0.265,3.21,3.48,110.7,Low
41.3,14.2,62.1,1010.7,2.3,59.1,740,18.1,0.651,6.22,3.99,184.7,Medium
5.5,21.9,69.3,1021.9,8,40.5,777,37.5,0.234,3.29,8.52,55.1,Low
114.5,26.1,71.3,1016.2,1.2,75.8,704,3.8,0.41,2.88,8.64,37.2,Medium
72.4,26.9,91.4,1013.7,3,42.8,1137,2.5,0.527,5.14,0.56,90.1,Medium
51.6,21.9,43.2,1013.8,7.5,43.7,166,18.4,0.438,3.62,0.52,0,Low
33.5,40.9,69.3,996.8,18,50.1,411,18.8,0.478,6.04,4.1,137.3,Medium
21.8,19.6,71.9,1006.5,17.5,54,672,22.3,0.42,3.59,6.76,70.4,Medium
11.2,17.3,73.4,1015.8,7.1,65.6,325,16.7,0.567,2.73,12.61,131.7,Medium
53.3,27.1,80.9,1016,10.4,72.9,402,0,0.523,0.59,2.76,100.3,Medium
74.6,25.5,83.8,1009.6,9.6,54.3,544,6.8,1,3.98,7.07,0,Low
91.9,24.6,73.3,1009.8,12.8,66.1,758,16.5,0.833,2.38,7.67,0,Medium
35.1,24.8,100,1009.1,7.8,29.4,17,0,0.587,3.67,1.68,63.3,Medium
8.8,22.6,78.9,1025.6,16.2,47.8,544,16.2,0.086,2.34,5.16,91.1,Low
60.7,23.9,87.3,1004.6,10,17.1,1051,0,0.536,2.48,3.58,61.6,Medium
19.8,32.8,53.2,997.5,5.2,58.8,275,7.3,0.501,4.14,2.32,0,Low
106,32.8,53,1018.8,10.5,27.9,691,19.5,1,3.08,8.04,28.6,Medium
39.4,28.6,37.2,1013.8,1.4,71.1,570,14,0.788,0.97,4.47,104.7,Low
34.1,40.3,69.3,1012.4,15.9,75.6,194,0,0.047,5.36,6.25,162.8,Medium
41,41.8,83,1022.9,9.2,57.6,91,22.3,0.307,2.23,12.14,53.8,Medium
53.1,27.6,94.8,1024.2,7.8,48,172,25.4,0.345,3.28,3.32,0,Medium
102.3,23.1,71.4,1000.4,5.9,43.5,0,23.1,0.66,4.23,3.72,209.3,High
40.5,26.8,86.5,1012,9.8,60.6,532,11,0.921,1.98,3.57,92.3,Medium
41,30,60.6,1014.9,3.7,42.7,692,32.6,0.23,0.66,8.33,223.6,Medium
25.7,36.5,71.2,996.2,11.7,35.4,309,16.4,0.322,0.79,8.44,137,Medium
51.9,43.5,49,1009.1,6.7,8.5,370,26.7,0.685,3.59,5.91,150.4,Medium
111.3,32.5,61.6,1011.1,4.2,27.5,412,0,0.559,3.66,3.69,192.5,Medium
31.4,18.9,74.4,1009.4,3.3,29.1,601,31.2,0.61,2.81,1.25,238.8,Medium
0,18.4,86.8,1018.6,14.7,42.1,585,0,0.469,5.08,0.77,70,Low
67.8,31.3,73.9,999.6,0.7,55.3,469,44,0.159,3.34,6.36,0,Medium
39.5,6.8,95.4,1005.7,0,64.6,0,20.3,0.695,4.53,11.83,60.9,Medium
78.7,29.1,62.3,1018.4,0.4,54.3,718,34.6,0.626,3.05,7.49,77.1,Medium
38.7,32.8,79.1,1010.3,9.9,71.4,0,23.1,0.379,5.28,5.46,0,Medium
43.2,26.5,69.4,1009.4,9.3,45.4,0,29.4,0.148,1.74,8.38,63.4,Medium
41,36.5,81.3,1003.1,6.5,45.6,405,0,0.932,4.17,5.63,0,Low
94.4,34.3,59.6,1013.9,6.8,53.3,120,35.5,0.283,1.87,4.5,0,Medium
0,34.8,70,999.8,8,19.1,277,31.7,0.264,4.52,0.9,178.3,Medium
22.2,33.3,61.2,996.9,10.4,74.8,827,23.3,0.606,3.03,5.09,32.1,Medium
44.3,11.4,74.8,1013.5,15.4,56.1,403,25.7,0.557,5.66,5.17,0,Medium
136.4,32.9,57.6,1015.7,6.8,45.3,233,0,0.884,2.88,4.57,106.8,Medium
39.7,40.8,91,1007.6,4.4,83.1,314,36.8,0.565,3.19,6.88,26.4,Medium
0,9.3,78.6,1018.9,12.5,40.3,427,30.7,0.446,1.86,3.27,92,Low
59.5,21.4,61.2,1024.4,5.7,49.8,375,8.8,0.803,2.86,0.1,41.7,Low
32.9,23.3,83,999.4,3.3,40.3,272,24.1,0.646,1.24,5.25,177.8,Medium
105.7,31.9,90,1012.7,13.2,53.8,483,27.3,0.482,5.25,6.52,98.3,High
126.6,32.7,77.6,1008.9,7,30.2,0,32.3,0.716,1.75,4.97,119.3,Medium
56.6,26.4,79.5,997,2.6,26.4,317,15.6,0.311,2.34,4.36,52.3,Medium
0,29,55.3,1022.7,4,83.7,857,31.1,0.514,3.78,8.33,74.8,Medium
106.3,35.6,63.4,1026.1,2.1,47.8,399,4.2,0.663,0.69,1.21,0,Low
98.4,15.4,76.4,1005.8,3.2,60.3,493,3.3,0.51,7.01,4.53,29.4,Medium
12.2,32.8,59.6,1022.9,6.1,35.1,0,22.5,0.312,0,8.47,174.3,Low
5.8,26.4,71.4,1006,11.8,73.7,729,13.3,0.95,1.87,4.43,49,Low
96.6,38.2,64,1001.8,3.2,47.9,72,14.6,0.637,2.29,2.1,80.1,Medium
63.2,21,66,989.6,5,49,213,6.2,0.213,1.5,0.1,73,Medium
68.7,31.4,61.7,999.7,4,52.9,221,32.1,0,3.25,6.03,87.3,Medium
39.8,33.9,99.5,1015.4,16,53.1,165,9.6,0.134,3.14,0.13,134.5,Medium
92.2,22.9,82.5,1000.3,5.7,47.3,245,16.1,1,2.08,8.19,0,Medium
53.7,18.9,50.3,1006.3,7.6,33.4,518,21.7,0.71,1.87,4.33,0,Low
24,21.9,74.8,1014.7,5.4,34.8,507,7.9,0.752,0.96,7.12,36.4,Low
13.6,29.4,72.5,1006.2,3.2,86.9,1099,10,0.272,3.69,2.45,27.8,Low
17.4,26.3,87.5,1004,12.8,78.1,139,0,0.71,5.03,8.56,124.2,Medium
80.1,26.6,65.1,1016.1,4.5,5.1,477,5.1,0.29,4.18,5.76,65.8,Low
0,32.8,62.7,1002.6,10.4,63.6,217,0,0.233,1.66,8.22,134.5,Medium
18.1,24.6,58.6,1014.1,1.9,19.3,472,11,0.626,3.2,6.32,90,Low
0,41.1,62.8,1002.2,9.5,68.1,402,24.2,0.399,2.78,7.23,0,Low
33.4,22.9,100,1032.6,7.3,40.6,473,20.1,0.927,4.15,7.79,80.5,Medium
115,19.4,80.5,1003.2,14.3,47.7,335,12.7,0.306,1.72,3.5,166.8,Medium
61,16.4,63,1010.8,10.5,53.2,271,9.4,0.75,2.16,0.1,0,Low
41.5,40.2,86,1003.5,8.3,77.3,0,20.2,0.385,4.37,8.47,139.4,High
53.2,17.3,82.1,1018.9,9.5,100,400,28.8,0.611,0.75,7.26,0,Medium
30.6,25.8,65.5,995.3,5.5,45.5,0,0,0.266,2.97,0.27,78.5,Medium
75.5,29.6,55.6,1005.4,10.3,52.6,173,11.9,0.553,3.21,1.27,98.1,Medium
6.3,21.1,67.3,1011.3,1.7,37.2,957,20.8,0.541,1.27,3.46,209.1,Low
5.2,16.8,47.4,997.8,1.4,83.5,442,16.9,0.482,5.13,4.39,117.9,Medium
62.7,30.9,42.7,1011.9,20,43.8,632,29.2,0.562,2.35,0.55,55.8,Medium
8.7,23.8,72.5,1000.4,15.5,25.9,300,8.3,0.302,4.17,3.94,45.5,Low
121.6,38.3,70,999.7,4.1,31.7,212,20,0.595,2.31,1.57,131.8,High
0,21,77.5,999.9,5.2,59.2,323,0.3,0.394,2.69,12.02,93.5,Low
69.9,30.5,69.6,1031.7,8.8,49.2,293,21.5,0.955,2.05,10.28,0,Low
0,19.4,68.6,1018.6,8.5,28.7,506,2.3,0.44,2.99,8.4,55.6,Low
61.1,25.6,54.8,1012.5,4.6,100,32,2.7,0.446,5.36,2.41,138.3,Medium
9.4,21.5,59.1,1012.5,11.7,15.7,388,28.7,0.274,3.9,12.89,0,Low
64.4,15.6,48,1015,11,19.9,535,23.2,0.777,2.29,0.94,5,Medium
67.3,32.2,57.1,1006.1,12.4,65.5,580,26.7,0.739,3.97,0.1,8,Medium
27.6,18.1,85.2,1008.3,8.1,100,75,33,0.716,4.88,9.63,144.9,High
0,27.5,75,1002.5,20.4,52.6,1062,32.2,0.859,1.54,5.8,66.5,Medium
37.5,31.7,73.5,1004.1,0,54.1,233,20.9,0.674,3.54,4.95,168.2,Medium
0,21.3,61.3,1016.3,13.8,45.8,522,44.2,0.526,2.84,1.86,40.7,Low
9.3,22.5,66,991.2,3.9,20.2,527,3.1,0.259,5.14,7.29,35.9,Low
90.8,33.1,72.3,1020,16.4,48.3,838,19.1,0.526,1.47,5.74,128.5,Medium
0,33.7,63.2,984.8,2.2,38.8,144,9.9,0.434,5.16,10.11,27.9,Low
80.1,31.3,72,1022.6,5.7,58.1,239,8.7,0.494,5.02,5.48,46.1,Medium
47.6,29.6,70.4,1016,8.6,60.6,5,4.1,0.388,3.54,6.88,164.9,Medium
61,31.7,68.9,1007,13.9,69.9,614,18.8,0.674,3.51,9.63,132.1,Medium
20.1,30.2,65.9,1019.9,1.3,18.7,528,27.7,0.356,2.58,0.1,0,Low
41,31.5,33,1006.6,5,50.2,110,3.4,0.167,2.18,7.56,75.1,Medium
128.9,33.7,94.2,1021.9,5.7,47.5,260,7.7,0.507,1.65,10.94,0,Medium
0,31,68.9,1011.6,6.5,72.5,475,10.7,0.72,4.42,2.98,90,Low
0,29.1,51,1017.6,12.1,61.6,0,25.7,0.857,0.51,1.15,103.3,Medium
0,30.7,90.6,1005.3,5.7,57.3,560,10.9,0.517,3.18,1.17,122.2,Medium
0,17.2,72.1,1052.6,21.3,62,0,7.1,0.417,3.73,8.42,60.1,Low
87.7,24.8,83.6,996.6,5.9,44,368,37.3,0.59,4.68,3.32,17,Medium
122.9,34.5,76.3,1007.9,11.4,26.3,0,16.4,0.283,1.78,5.76,50.5,Medium
42.5,25.8,65.5,1016.1,8.7,80.7,48,16.7,0.267,2.66,12.68,36.3,Medium
111.2,42,80.7,1009.3,0,77.6,0,7.9,0.281,4.11,2.09,122,Medium
48.4,18.2,57.2,1017.4,15.1,25.7,709,31.4,0.461,1.94,1.33,215.8,Medium
23.4,27.8,71.5,998.3,10.9,44.1,96,11.2,0.706,4.3,11.34,16.8,Low
5.6,44,42.9,1007.3,2.3,61,599,20.5,0.338,4.01,11.83,4.6,Low
0,21.3,61.9,1019,8.4,14.2,277,11.3,0.602,4.67,8.37,148.1,Low
11,23.6,82,1014.3,11,7.9,202,20.6,0.531,0.82,2.32,201.1,Medium
4.8,22.5,84,1009,3.7,48.6,41,29.2,0.365,2.22,6.74,86.1,Low
33.6,35.8,73.2,1040,10.1,55.8,197,10.3,0.442,4.97,0.1,90.6,Medium
44.1,37.5,64.6,1021.4,2.5,48.3,455,12.9,0.475,0.87,7.8,160.4,Medium
39.2,26.9,58.3,1000,10.9,38.2,0,22.1,0.676,5.7,5.25,83.8,Low
17.2,27.5,48.2,1015.6,7.5,40.4,456,32.4,0.657,1.13,6.45,55.9,Low
72.1,22.6,81.6,1007.9,11.9,60.2,1055,33.1,0.188,3,4.49,103.6,Medium
35.6,23.1,59.7,1017.7,13.8,33.6,512,0,0.345,2.02,2.5,255.2,Low
62,31.7,74.5,1003.1,5.9,70.9,111,11.6,0.453,3.15,7.62,42.7,Medium
73.5,33.6,38.3,1026.8,3.9,49,484,20.4,0.648,2.78,7.17,68.9,Low
0,41.6,74.4,1017,9.6,68.8,267,10,0.696,4.48,9.85,0,Low
72.1,17.9,81.6,990.5,2.7,39.3,731,9.6,0.418,3.97,1.18,83,Medium
61.1,26.5,61.6,1007.2,6,42.8,702,17.2,0.495,2.65,4.57,146.9,Medium
7.6,14.8,66.6,992.6,10.8,72.9,169,0,0.629,2.5,7.41,213.2,Medium
100.1,24.3,40.5,1007.7,11.1,15.2,600,17.1,0.668,0.11,6.48,198.7,Medium
93.7,17.2,52.3,1013.2,3.3,45.6,978,0,0.349,4.14,11.87,96,Medium
0,27.5,79.7,1003.8,4.4,29.5,640,26.5,0.408,3.44,5.13,63.4,Medium
0,28.2,71.5,1002.6,8.1,85.5,290,33.6,0.275,1.16,7.14,76.6,Medium
0,34.2,60.6,999.9,6.7,54.1,301,29.7,0.579,0.79,2.26,0,Low
96.7,27.2,84,1029.3,7.7,59.2,612,0,0.703,4.75,0.1,37,Medium
97.1,30.3,61.8,1011.1,12.1,59.8,338,32.2,0.651,3.7,2.04,103,Medium
24.4,29.8,62.5,1021.6,9.1,24.2,0,34,0.75,3.8,14.26,32.4,Low
62.9,30.1,78.3,1008.1,12.4,30.2,317,5.6,0.185,6.29,10.2,129.8,Medium
41.8,24.5,90.1,995.8,8.2,63.3,519,31.7,0.375,4.18,5.62,56.1,Medium
101.5,22.7,90.7,1019,0,71.2,602,23,0.348,2.31,5.6,58.5,High
62.7,27.4,69.9,992.7,8.7,59.2,637,8.1,0.299,3.64,3,110.5,Medium
0,20.7,66.8,1001.8,14,89.3,644,15.7,0.939,3.98,3.92,75,Medium
52.5,27.4,89.4,991.2,8.9,93.1,71,0,0.414,4.59,6.88,16.8,Medium
73.8,22.6,39.1,1022.5,0,52.8,299,33.9,0.799,2.94,1.45,46.6,Medium
30.5,25.1,43,1016.8,7.3,38.9,581,26.1,0.663,3.31,0.1,218.2,Medium
84.1,31,67.7,1018.2,6.2,57.1,135,17,0.538,3.85,9.53,89.4,Medium
9.2,22.2,70.6,1007.4,3.9,19.7,204,13.9,0.286,4.72,10.84,92.9,Low
89.6,13.6,86.6,1011.4,14.1,42.9,279,2.3,0.49,3.89,5.74,84.2,Medium
0,36.7,50.6,1007.2,20.9,74.7,556,13.7,0.806,2.46,6.98,19.4,Low
16.2,26.7,93.9,1007.7,8.1,54.7,591,15.1,0.625,1.57,0.1,83.7,Medium
79.1,31.5,53.1,1025.9,3.9,76,261,18.3,0.607,0.87,4.16,96.1,Medium
33.4,29.9,77.9,1009.4,3.1,8.6,526,10.6,0.618,6.36,2.42,205.4,Medium
58.8,35.5,92.7,1015.9,18.8,82.8,484,18.2,0.224,3.46,5.38,133.9,High
69.9,33.8,44.1,1003.2,0,41.1,534,0.3,0.381,1.23,9.06,98.8,Medium
34.8,18.4,75.8,1012.2,9.4,59,712,25.8,0.41,5.74,6.06,53.2,Low
35.7,20.9,96.6,1010.2,8.1,88.4,281,30.3,0.245,1.16,5.7,109.3,Medium
88.1,32.4,48.3,1016.7,9.8,58.3,447,15.6,0.656,1.45,0.1,111,Medium
0.4,46.2,66.3,1003.6,17.9,79.8,659,1.6,1,5.21,3.7,59.5,Low
43.6,22.6,81.7,997.8,0,68.6,211,20.8,0.441,2.96,1.53,76.2,Medium
41.7,32.3,73.2,1015.8,2,40.3,865,17.6,0.726,1.73,7.04,71.4,Medium
64.9,32.2,95.9,1032.5,12.8,56,550,21.5,0.841,2.32,1.97,139.3,High
40.5,24,58.6,991.9,13.6,30.9,397,29.1,0.375,2.62,6.06,39.6,Medium
6,27.7,75.2,998.2,1.1,59.5,31,7,0.221,1.05,10.3,16.3,Low
23.9,28.5,72.9,1014.6,13.4,38.9,635,13.8,0.373,3.23,5.57,205.1,Low
16.4,34.4,84.8,1008.2,3.9,81.2,614,42.3,0.447,3.47,1.63,10.9,Medium
79.8,36.5,73.7,1020.9,12.6,88.2,160,29.7,0.451,2.3,3.34,108.6,Medium
64.6,38.2,41.7,1004,6.3,66.9,801,0,1,2.59,7.43,126.7,Medium
45.5,17.1,92,1011.2,19.8,43.8,137,6.1,0.406,0.62,0.1,86.7,Medium
55.1,23.1,69.1,1003,9.6,36.5,377,20.4,0.28,3.24,6.66,189,Medium
0,25.4,81.8,1024.8,7.7,18.7,453,10.3,0.528,2.66,3.74,87.9,Low
91.8,41.7,79.1,1003.4,0.4,52.5,0,17.6,0.411,1.57,9.22,21,Medium
37.4,38.8,59,1025.6,15.6,31.1,307,9.3,0.436,2.37,6.6,26.1,Low
0,34.6,54.1,1006.9,1.6,21.8,463,23.9,0.548,6.23,5.79,90.9,Low
57.2,18.4,72.8,1024.6,9.8,31.7,115,33.9,0.491,2.67,0.9,135.8,High
5.4,28.6,71.1,1005.5,3.9,56.8,0,6.1,0.746,2.6,9.33,0,Low
16.1,27.4,41.9,1006.5,5.6,43.1,198,13.5,0.394,1.77,6.61,53.9,Low
54.5,15.5,70.8,1021.8,4.6,68.2,902,27.2,0.442,3.41,6.87,117,Medium
0,19,72.2,1014.4,7.5,45.3,304,8.8,0.459,1.52,9.75,256.5,Low
24.3,29.7,67.5,1010.2,5.5,53.8,263,25.3,0.661,3.88,8.39,174.5,Medium
38.9,23.8,81.2,1030.3,6.1,63.2,452,16.1,0.283,4.56,1.56,151.7,Medium
69.6,42.3,43.9,1026,5.7,70,57,15.9,0.184,1.02,3.57,129.8,Medium
51.8,13.5,70.7,1005.1,7.7,64.7,641,14.3,0.487,3.39,3.2,87.3,Medium
36.3,22.9,71.3,1012.3,4.1,73.5,0,30.4,0.643,0.65,0.38,40.5,Medium
5.4,17.8,80.7,1016.7,9.2,72.1,985,0,0.497,0,5.74,62.5,Low
105.8,23.2,48.7,1013.5,11.7,87.9,147,20.9,0.674,2.43,3.36,0,Medium
33.3,26.7,78.2,1014.9,8.4,62.9,252,15.7,0.33,3.07,1.96,55,Medium
19.8,40.9,69.4,1014.5,15.1,44.4,290,29.1,0.623,3.88,2.65,57.6,Low
0,25.2,67.6,1019.1,11.7,53.9,613,17.1,0.622,1.69,0.1,73,Low
60.5,20.2,85.7,1008.5,12,67.2,960,11.7,0.612,4.72,10.48,44.6,Medium
41.4,25.5,78.6,1023.5,12.5,70.4,427,15.6,0.185,3.32,3.57,93.8,Medium
0,12.2,50.3,1016.9,15.9,43.4,0,3,0.455,3.21,1.73,10.2,Low
64,26.6,59.1,1021.4,7.1,100,321,18.9,0.405,1.93,1.59,5.8,Medium
43.4,41.2,61.4,1003.9,4.3,88.8,334,25.6,0.724,3.6,5.64,166.4,High
73.3,36.2,88.6,1027.5,8.3,52.7,0,25.9,0.594,3.05,9.41,102.2,Medium
20.6,12.2,89.7,995.9,3.9,33.1,607,32.5,0.576,2.61,2.91,110.9,Medium
68.1,31,63.5,1027.3,4.4,74.5,324,12.9,0.01,1.86,4.6,69.2,Medium
0,30.5,55.4,1017.7,4.9,57,539,19.6,0.469,2.39,10.95,52,Low
39.2,37.5,70.7,1020.7,12,49.3,1077,13.2,0.377,2.74,2.37,60.8,Low
4,19.6,77.1,1012.7,1.1,42.3,136,3.2,0.099,1.51,8.19,49.2,Low
70.2,15.6,97.6,1012.7,16.9,57.5,407,14.8,0.618,1.7,8.25,0,Medium
